[0.0, 0.04, 0.061, 0.087, 0.114, 0.151, 0.21100000000000002, 0.386, 3.076]
[0.0, 0.038, 0.059000000000000004, 0.083, 0.109, 0.142, 0.19399999999999998, 0.331, 2.563]
[0.0, 0.038, 0.057, 0.081, 0.106, 0.138, 0.18600000000000003, 0.301, 2.403]
[0.0, 0.038, 0.055999999999999994, 0.078, 0.10300000000000001, 0.133, 0.18100000000000002, 0.293, 3.178]
[0.0, 0.038, 0.055, 0.076, 0.10099999999999999, 0.131, 0.177, 0.29100000000000004, 2.86]
[0.0, 0.038, 0.055, 0.075, 0.1, 0.128, 0.17300000000000001, 0.282, 2.532]
[0.0, 0.038, 0.054000000000000006, 0.075, 0.099, 0.126, 0.172, 0.271, 2.375]
[0.0, 0.037000000000000005, 0.053, 0.07400000000000001, 0.098, 0.125, 0.16899999999999998, 0.267, 2.2880000000000003]
[0.0, 0.038, 0.053, 0.073, 0.09699999999999999, 0.125, 0.16699999999999998, 0.264, 2.325]
[0.0, 0.037000000000000005, 0.052000000000000005, 0.07400000000000001, 0.09699999999999999, 0.125, 0.165, 0.255, 2.713]
[0.0, 0.037000000000000005, 0.054000000000000006, 0.07400000000000001, 0.099, 0.128, 0.175, 0.276, 3.3539999999999996]
[0.0, 0.038, 0.055, 0.076, 0.10300000000000001, 0.13699999999999998, 0.188, 0.308, 3.242]
[0.0, 0.038, 0.059000000000000004, 0.08199999999999999, 0.11199999999999999, 0.153, 0.21899999999999997, 0.354, 3.47]
[0.0, 0.044000000000000004, 0.067, 0.096, 0.136, 0.192, 0.278, 0.47200000000000003, 3.301]
[0.0, 0.045, 0.075, 0.113, 0.165, 0.231, 0.342, 0.586, 3.432]
[0.0, 0.049, 0.084, 0.126, 0.18100000000000002, 0.25, 0.368, 0.631, 3.792]
[0.0, 0.054000000000000006, 0.094, 0.138, 0.19399999999999998, 0.266, 0.38799999999999996, 0.648, 4.281000000000001]
[0.0, 0.053, 0.08900000000000001, 0.133, 0.18899999999999997, 0.263, 0.38299999999999995, 0.635, 3.38]
[0.0, 0.051, 0.087, 0.126, 0.179, 0.25, 0.363, 0.613, 3.8989999999999996]
[0.0, 0.051, 0.087, 0.125, 0.172, 0.237, 0.33799999999999997, 0.54, 3.438]
[0.0, 0.052000000000000005, 0.086, 0.12, 0.163, 0.22399999999999998, 0.308, 0.5, 3.842]
[0.0, 0.05, 0.083, 0.11599999999999999, 0.158, 0.215, 0.294, 0.474, 3.862]
[0.0, 0.051, 0.081, 0.113, 0.154, 0.212, 0.28800000000000003, 0.47200000000000003, 4.107]
[0.0, 0.052000000000000005, 0.084, 0.11699999999999999, 0.159, 0.214, 0.292, 0.48100000000000004, 3.825]
[0.0, 0.054000000000000006, 0.085, 0.11900000000000001, 0.162, 0.221, 0.3, 0.47700000000000004, 4.195]
[0.0, 0.053, 0.085, 0.11900000000000001, 0.162, 0.221, 0.29600000000000004, 0.46299999999999997, 4.223]
[0.0, 0.051, 0.083, 0.11599999999999999, 0.161, 0.214, 0.293, 0.46299999999999997, 4.113]
[0.0, 0.052000000000000005, 0.084, 0.11900000000000001, 0.16, 0.21600000000000003, 0.293, 0.46799999999999997, 4.325]
[0.0, 0.052000000000000005, 0.085, 0.11900000000000001, 0.162, 0.218, 0.292, 0.45899999999999996, 4.678999999999999]
[0.0, 0.055, 0.08800000000000001, 0.122, 0.166, 0.222, 0.298, 0.47700000000000004, 4.213]
[0.0, 0.057, 0.092, 0.129, 0.175, 0.23, 0.307, 0.48200000000000004, 4.238]
[0.0, 0.057999999999999996, 0.094, 0.134, 0.183, 0.24, 0.318, 0.499, 4.543]
[0.0, 0.062, 0.1, 0.145, 0.196, 0.255, 0.344, 0.5660000000000001, 6.295]
[0.0, 0.069, 0.113, 0.16399999999999998, 0.222, 0.289, 0.408, 0.698, 5.925]
[0.0, 0.077, 0.13, 0.193, 0.257, 0.348, 0.537, 0.883, 4.887]
[0.0, 0.08800000000000001, 0.154, 0.22399999999999998, 0.301, 0.435, 0.6559999999999999, 1.0, 5.275]
[0.0, 0.098, 0.16699999999999998, 0.244, 0.33299999999999996, 0.45899999999999996, 0.6559999999999999, 0.9890000000000001, 4.288]
[0.0, 0.106, 0.175, 0.248, 0.33, 0.44299999999999995, 0.622, 0.919, 4.629]
[0.0, 0.113, 0.182, 0.25, 0.32299999999999995, 0.425, 0.575, 0.873, 5.252000000000001]
[0.0, 0.11900000000000001, 0.18600000000000003, 0.248, 0.317, 0.41100000000000003, 0.563, 0.852, 4.6]
[0.0, 0.121, 0.187, 0.244, 0.309, 0.395, 0.544, 0.838, 5.687]
[0.0, 0.11199999999999999, 0.17300000000000001, 0.228, 0.28800000000000003, 0.36700000000000005, 0.504, 0.795, 5.362]
[0.0, 0.098, 0.155, 0.20600000000000002, 0.261, 0.33399999999999996, 0.46299999999999997, 0.731, 5.26]
[0.0, 0.081, 0.134, 0.17600000000000002, 0.225, 0.29100000000000004, 0.406, 0.6729999999999999, 5.185]
[0.0, 0.065, 0.106, 0.149, 0.191, 0.25, 0.354, 0.63, 3.4810000000000003]
[0.0, 0.053, 0.087, 0.122, 0.161, 0.209, 0.3, 0.5660000000000001, 4.375]
[0.0, 0.045, 0.073, 0.10400000000000001, 0.139, 0.185, 0.268, 0.513, 4.098]
[0.0, 0.042, 0.066, 0.094, 0.125, 0.163, 0.23399999999999999, 0.442, 3.8169999999999997]
